,Frame,Num_detections,Yolo_det,Sort_tracks,Sort_track_nums,iou_RFID,read_outs
942,942,2,"[[35, 49, 106, 155, 0.9946], [7, 188, 87, 324, 0.9681]]","[[34, 45, 104, 155, 23], [4, 195, 91, 314, 19]]","[23, 19]",{},{}
943,943,2,"[[35, 52, 107, 154, 0.9852], [8, 190, 88, 326, 0.9579]]","[[35, 47, 105, 154, 23], [5, 195, 90, 319, 19]]","[23, 19]",{},{}
944,944,2,"[[34, 55, 105, 154, 0.9778], [6, 192, 100, 292, 0.3244]]","[[34, 49, 104, 154, 23], [7, 189, 95, 305, 19]]","[23, 19]",{},{}
945,945,2,"[[34, 54, 104, 154, 0.9765], [7, 194, 100, 288, 0.3268]]","[[34, 51, 104, 153, 23], [7, 188, 97, 298, 19]]","[23, 19]",{},{}
946,946,2,"[[35, 53, 104, 154, 0.9842], [7, 195, 98, 285, 0.1876]]","[[34, 51, 103, 152, 23], [7, 189, 98, 293, 19]]","[23, 19]",{},{}
947,947,2,"[[36, 48, 106, 154, 0.9782], [4, 193, 97, 287, 0.0755]]","[[35, 49, 104, 151, 23], [5, 189, 97, 290, 19]]","[23, 19]",{},{}
948,948,2,"[[36, 49, 108, 151, 0.9811], [6, 188, 96, 293, 0.7914]]","[[36, 48, 106, 150, 23], [5, 189, 96, 291, 19]]","[23, 19]",{},{}
949,949,2,"[[36, 46, 107, 152, 0.9703], [2, 192, 94, 288, 0.2333]]","[[36, 47, 106, 149, 23], [3, 189, 94, 290, 19]]","[23, 19]",{},{}
950,950,2,"[[36, 49, 109, 156, 0.9603], [5, 187, 84, 323, 0.4764]]","[[36, 48, 107, 152, 23], [1, 195, 90, 303, 19]]","[23, 19]",{},{}
951,951,3,"[[39, 47, 110, 157, 0.9259], [32, 255, 155, 337, 0.0603], [2, 195, 96, 285, 0.0579]]","[[38, 48, 108, 153, 23], [30, 255, 156, 336, 21], [2, 192, 93, 295, 19]]","[23, 21, 19]",{},{}
952,952,2,"[[32, 41, 110, 154, 0.9827], [4, 246, 97, 328, 0.1586]]","[[35, 44, 108, 151, 23], [8, 249, 118, 330, 21], [2, 192, 93, 295, 19]]","[23, 21, 19]",{},{}
953,953,2,"[[34, 42, 109, 154, 0.8739], [36, 254, 154, 336, 0.0786]]","[[35, 43, 108, 151, 23], [26, 252, 139, 333, 21]]","[23, 21]",{},{}
954,954,3,"[[34, 46, 109, 150, 0.9275], [0, 187, 95, 290, 0.1207], [31, 254, 151, 335, 0.0592]]","[[34, 43, 108, 150, 23], [30, 253, 145, 334, 21], [1, 187, 93, 290, 19]]","[23, 21, 19]",{},{}
955,955,2,"[[37, 42, 109, 152, 0.9428], [7, 250, 94, 322, 0.0908]]","[[35, 42, 109, 150, 23], [9, 249, 116, 328, 21], [1, 187, 93, 290, 19]]","[23, 21, 19]",{},{}
956,956,2,"[[37, 44, 107, 153, 0.9905], [6, 248, 93, 322, 0.6113]]","[[36, 43, 108, 151, 23], [2, 247, 103, 324, 21]]","[23, 21]",{},{}
957,957,2,"[[36, 47, 109, 151, 0.983], [7, 248, 94, 322, 0.0542]]","[[36, 44, 108, 151, 23], [1, 247, 98, 323, 21]]","[23, 21]",{},{}
958,958,2,"[[37, 47, 106, 149, 0.9865], [9, 219, 83, 320, 0.2724]]","[[36, 45, 107, 150, 23], [0, 234, 91, 315, 21]]","[23, 21]",{},{}
959,959,2,"[[35, 54, 105, 154, 0.9823], [7, 246, 90, 319, 0.1904]]","[[35, 49, 105, 153, 23], [1, 239, 90, 318, 21]]","[23, 21]",{},{}
960,960,2,"[[26, 59, 109, 162, 0.9944], [3, 199, 90, 314, 0.0766]]","[[31, 55, 105, 158, 23], [-1, 239, 87, 317, 21], [1, 200, 91, 309, 19]]","[23, 21, 19]",{},{}
961,961,2,"[[31, 59, 106, 163, 0.9962], [15, 198, 89, 314, 0.2791]]","[[31, 58, 105, 161, 23], [8, 200, 92, 311, 19]]","[23, 19]",{},{}
962,962,2,"[[27, 59, 103, 164, 0.9947], [12, 199, 90, 310, 0.2072]]","[[28, 59, 103, 162, 23], [9, 199, 91, 310, 19]]","[23, 19]",{},{}
963,963,2,"[[22, 62, 102, 163, 0.9866], [30, 256, 150, 342, 0.0506]]","[[25, 60, 101, 163, 23], [9, 200, 92, 311, 19]]","[23, 19]",{},{}
964,964,1,"[[9, 67, 91, 161, 0.9109]]","[[15, 63, 93, 163, 23]]",[23],{},{}
965,965,1,"[[9, 60, 80, 178, 0.9699]]","[[9, 65, 85, 169, 23]]",[23],{},{}
966,966,2,"[[6, 65, 78, 175, 0.9956], [29, 250, 148, 339, 0.0657]]","[[28, 250, 148, 338, 24], [5, 66, 80, 172, 23]]","[24, 23]","{1: [0.4373196537351715, 0.0]}",{1: '2018121255'}
967,967,2,"[[8, 62, 77, 175, 0.9986], [31, 251, 147, 340, 0.0524]]","[[29, 250, 147, 339, 24], [5, 65, 78, 172, 23]]","[24, 23]","{1: [0.4362394535958216, 0.0]}",{1: '2018121255'}
968,968,1,"[[8, 68, 81, 168, 0.9816]]","[[29, 250, 147, 338, 24], [6, 66, 79, 171, 23]]","[24, 23]","{3: [0.0, 0.0]}",{3: '801010273'}
969,969,1,"[[7, 64, 79, 175, 0.9907]]","[[6, 66, 78, 172, 23]]",[23],{},{}
970,970,1,"[[3, 80, 78, 186, 0.9733]]","[[3, 75, 77, 181, 23]]",[23],{},{}
971,971,2,"[[3, 75, 78, 195, 0.9977], [22, 203, 165, 379, 0.0545]]","[[14, 219, 172, 362, 24], [3, 78, 76, 188, 23]]","[24, 23]",{},{}
972,972,1,"[[4, 78, 79, 193, 0.9977]]","[[11, 215, 176, 364, 24], [3, 79, 77, 190, 23]]","[24, 23]",{},{}
973,973,2,"[[5, 82, 80, 189, 0.9948], [13, 247, 88, 314, 0.0418]]","[[4, 81, 78, 191, 23], [10, 238, 90, 321, 19]]","[23, 19]",{},{}
974,974,2,"[[1, 85, 84, 204, 0.9998], [12, 221, 93, 321, 0.9974]]","[[3, 85, 80, 198, 23], [11, 229, 92, 319, 19]]","[23, 19]",{},{}
975,975,2,"[[4, 95, 83, 203, 0.9999], [6, 222, 88, 315, 0.9983]]","[[3, 91, 81, 203, 23], [8, 225, 89, 316, 19]]","[23, 19]",{},{}
976,976,2,"[[2, 94, 86, 207, 0.9998], [5, 222, 90, 318, 0.9978]]","[[3, 94, 82, 206, 23], [6, 224, 89, 316, 19]]","[23, 19]",{},{}
977,977,2,"[[2, 94, 88, 209, 0.9998], [5, 220, 91, 318, 0.9992]]","[[3, 95, 84, 208, 23], [6, 222, 89, 316, 19]]","[23, 19]",{},{}
978,978,2,"[[2, 91, 86, 212, 0.9998], [8, 220, 91, 321, 0.9993]]","[[2, 94, 84, 210, 23], [7, 222, 90, 318, 19]]","[23, 19]",{},{}
979,979,2,"[[2, 93, 86, 208, 0.9998], [6, 218, 88, 324, 0.9996]]","[[2, 94, 85, 209, 23], [6, 221, 89, 320, 19]]","[23, 19]",{},{}
980,980,2,"[[2, 93, 86, 209, 0.9997], [7, 218, 89, 325, 0.9995]]","[[2, 94, 85, 209, 23], [6, 221, 89, 321, 19]]","[23, 19]",{},{}
981,981,2,"[[2, 95, 86, 208, 0.9998], [10, 216, 89, 332, 0.9997]]","[[2, 94, 85, 209, 23], [7, 221, 89, 325, 19]]","[23, 19]",{},{}
982,982,2,"[[10, 224, 90, 345, 0.9999], [2, 94, 84, 208, 0.9999]]","[[1, 94, 84, 209, 23], [8, 226, 90, 335, 19]]","[23, 19]",{},{}
983,983,2,"[[9, 213, 82, 336, 0.9999], [2, 95, 87, 207, 0.9999]]","[[2, 94, 85, 208, 23], [7, 221, 86, 333, 19]]","[23, 19]",{},{}
984,984,2,"[[11, 215, 83, 326, 0.9998], [1, 96, 89, 205, 0.9997]]","[[2, 95, 86, 207, 23], [8, 217, 85, 329, 19]]","[23, 19]",{},{}
985,985,2,"[[10, 214, 83, 327, 0.9996], [0, 95, 90, 205, 0.9993]]","[[1, 94, 87, 206, 23], [8, 215, 84, 327, 19]]","[23, 19]",{},{}
986,986,2,"[[9, 214, 81, 329, 0.9999], [2, 102, 97, 212, 0.9997]]","[[3, 99, 92, 211, 23], [7, 215, 83, 328, 19]]","[23, 19]",{},{}
987,987,2,"[[2, 101, 97, 214, 0.9998], [10, 214, 80, 328, 0.9998]]","[[3, 101, 94, 213, 23], [8, 214, 81, 327, 19]]","[23, 19]",{},{}
988,988,2,"[[8, 213, 81, 329, 0.9999], [2, 103, 95, 213, 0.9998]]","[[3, 102, 94, 214, 23], [7, 214, 81, 328, 19]]","[23, 19]",{},{}
989,989,2,"[[10, 215, 79, 326, 0.9998], [3, 102, 95, 212, 0.9997]]","[[3, 102, 94, 213, 23], [8, 214, 80, 327, 19]]","[23, 19]",{},{}
990,990,2,"[[3, 100, 95, 215, 0.9997], [3, 208, 84, 324, 0.9915]]","[[3, 101, 94, 214, 23], [6, 210, 81, 324, 19]]","[23, 19]",{},{}
991,991,2,"[[1, 95, 90, 205, 0.9994], [8, 202, 81, 312, 0.9981]]","[[1, 97, 92, 209, 23], [6, 204, 81, 317, 19]]","[23, 19]",{},{}
992,992,2,"[[1, 94, 92, 206, 0.9992], [7, 211, 79, 331, 0.9978]]","[[0, 95, 92, 207, 23], [6, 209, 80, 324, 19]]","[23, 19]",{},{}
993,993,2,"[[0, 96, 93, 205, 0.9992], [7, 215, 79, 328, 0.9958]]","[[0, 95, 92, 206, 23], [6, 212, 79, 327, 19]]","[23, 19]",{},{}
994,994,2,"[[0, 97, 92, 205, 0.9995], [11, 212, 83, 332, 0.9985]]","[[0, 95, 92, 206, 23], [9, 213, 81, 329, 19]]","[23, 19]",{},{}
995,995,2,"[[5, 215, 84, 334, 0.9996], [0, 96, 91, 206, 0.9995]]","[[0, 95, 91, 206, 23], [7, 215, 82, 331, 19]]","[23, 19]",{},{}
996,996,2,"[[0, 95, 91, 207, 0.9996], [3, 210, 83, 333, 0.9995]]","[[0, 95, 91, 206, 23], [5, 213, 81, 331, 19]]","[23, 19]",{},{}
997,997,2,"[[3, 103, 95, 211, 0.9998], [6, 211, 82, 331, 0.9998]]","[[1, 99, 93, 210, 23], [5, 212, 81, 331, 19]]","[23, 19]",{},{}
998,998,2,"[[2, 98, 89, 204, 0.9997], [10, 204, 84, 314, 0.9995]]","[[1, 98, 91, 207, 23], [8, 205, 83, 321, 19]]","[23, 19]",{},{}
999,999,2,"[[2, 98, 90, 204, 0.9991], [10, 202, 96, 314, 0.988]]","[[1, 97, 91, 205, 23], [11, 202, 89, 317, 19]]","[23, 19]",{},{}
1000,1000,2,"[[2, 97, 89, 204, 0.9989], [7, 207, 103, 311, 0.3396]]","[[1, 96, 90, 204, 23], [11, 203, 95, 314, 19]]","[23, 19]",{},{}
1001,1001,2,"[[0, 103, 93, 213, 0.9993], [42, 240, 212, 327, 0.9521]]","[[1, 101, 91, 209, 23], [12, 202, 95, 313, 19]]","[23, 19]",{},{}
1002,1002,2,"[[1, 102, 92, 213, 0.9997], [51, 253, 222, 336, 0.9924]]","[[52, 252, 220, 336, 25], [1, 102, 91, 211, 23]]","[25, 23]",{},{}
1003,1003,2,"[[3, 104, 93, 210, 0.9998], [53, 243, 224, 328, 0.7439]]","[[53, 244, 223, 328, 25], [2, 102, 92, 211, 23]]","[25, 23]",{},{}
1004,1004,2,"[[1, 107, 93, 209, 0.9999], [143, 247, 270, 347, 0.7429]]","[[58, 240, 227, 324, 25], [1, 104, 92, 211, 23]]","[25, 23]",{},{}
1005,1005,2,"[[2, 107, 92, 210, 0.9999], [142, 255, 271, 343, 0.9644]]","[[144, 253, 268, 344, 26], [1, 105, 92, 211, 23]]","[26, 23]",{},{}
1006,1006,2,"[[0, 106, 91, 209, 0.9999], [141, 259, 275, 343, 0.9988]]","[[144, 257, 271, 344, 26], [0, 105, 91, 210, 23]]","[26, 23]",{},{}
1007,1007,2,"[[1, 106, 91, 209, 0.9999], [142, 260, 287, 345, 0.9991]]","[[146, 258, 280, 346, 26], [0, 105, 91, 210, 23]]","[26, 23]",{},{}
1008,1008,2,"[[1, 105, 92, 211, 0.9999], [145, 259, 293, 346, 0.9997]]","[[148, 258, 288, 347, 26], [0, 105, 91, 210, 23]]","[26, 23]",{},{}
1009,1009,2,"[[0, 104, 95, 210, 0.9995], [149, 259, 301, 346, 0.9971]]","[[151, 258, 297, 347, 26], [1, 104, 93, 210, 23]]","[26, 23]",{},{}
1010,1010,2,"[[1, 107, 94, 208, 0.9992], [155, 260, 308, 349, 0.9884]]","[[156, 259, 305, 349, 26], [1, 105, 93, 209, 23]]","[26, 23]",{},{}
1011,1011,2,"[[0, 106, 94, 210, 0.9996], [156, 257, 311, 352, 0.9897]]","[[157, 258, 310, 351, 26], [0, 105, 93, 210, 23]]","[26, 23]",{},{}
1012,1012,3,"[[1, 104, 93, 211, 0.9998], [167, 263, 317, 360, 0.9985], [474, 249, 505, 290, 0.1045]]","[[164, 262, 317, 357, 26], [0, 105, 93, 210, 23]]","[26, 23]",{},{}
1013,1013,3,"[[2, 104, 94, 212, 0.9998], [164, 262, 319, 363, 0.9971], [474, 249, 505, 290, 0.144]]","[[474, 249, 505, 290, 27], [164, 263, 320, 360, 26], [1, 105, 93, 210, 23]]","[27, 26, 23]",{},{}
1014,1014,3,"[[2, 105, 94, 212, 0.9998], [160, 260, 319, 360, 0.9971], [474, 247, 506, 290, 0.173]]","[[473, 247, 505, 289, 27], [162, 261, 321, 360, 26], [1, 105, 94, 211, 23]]","[27, 26, 23]",{},{}
1015,1015,3,"[[1, 104, 96, 213, 0.9998], [162, 259, 304, 352, 0.9974], [474, 248, 505, 289, 0.1195]]","[[473, 247, 505, 289, 27], [160, 259, 314, 356, 26], [1, 105, 94, 212, 23]]","[27, 26, 23]",{},{}
1016,1016,3,"[[2, 103, 95, 212, 0.9997], [160, 259, 304, 352, 0.9839], [474, 249, 505, 290, 0.0696]]","[[473, 248, 505, 289, 27], [158, 258, 310, 354, 26], [1, 104, 95, 211, 23]]","[27, 26, 23]",{},{}
1017,1017,3,"[[2, 101, 93, 215, 0.9998], [164, 259, 316, 363, 0.9932], [474, 248, 505, 290, 0.1187]]","[[473, 248, 505, 289, 27], [162, 260, 315, 359, 26], [1, 103, 94, 212, 23]]","[27, 26, 23]",{},{}
1018,1018,3,"[[2, 103, 95, 214, 0.9993], [165, 263, 315, 365, 0.9989], [473, 247, 506, 290, 0.3406]]","[[473, 247, 505, 289, 27], [163, 262, 316, 363, 26], [1, 103, 94, 213, 23]]","[27, 26, 23]",{},{}
1019,1019,3,"[[156, 267, 329, 364, 1.0], [1, 100, 97, 216, 0.9995], [468, 240, 510, 293, 0.7672]]","[[470, 243, 507, 291, 27], [162, 264, 322, 365, 26], [1, 102, 95, 214, 23]]","[27, 26, 23]",{},{}
1020,1020,3,"[[155, 270, 334, 367, 0.9999], [1, 101, 99, 214, 0.9995], [470, 244, 508, 292, 0.6509]]","[[470, 243, 507, 292, 27], [161, 267, 327, 367, 26], [2, 101, 97, 213, 23]]","[27, 26, 23]",{},{}
1021,1021,3,"[[162, 266, 344, 371, 0.9998], [0, 102, 97, 213, 0.9992], [467, 244, 510, 291, 0.811]]","[[468, 242, 508, 292, 27], [164, 267, 337, 369, 26], [1, 101, 96, 213, 23]]","[27, 26, 23]",{},{}
1022,1022,3,"[[170, 280, 367, 375, 1.0], [0, 99, 98, 218, 0.9997], [472, 247, 507, 291, 0.6406]]","[[469, 244, 508, 292, 27], [173, 274, 353, 375, 26], [0, 101, 97, 215, 23]]","[27, 26, 23]",{},{}
1023,1023,3,"[[0, 100, 96, 216, 0.9998], [169, 282, 395, 375, 0.9998], [473, 248, 507, 293, 0.4471]]","[[470, 246, 508, 293, 27], [179, 278, 374, 377, 26], [0, 100, 96, 215, 23]]","[27, 26, 23]",{},{}
1024,1024,3,"[[189, 279, 409, 374, 1.0], [1, 102, 96, 214, 0.9998], [475, 254, 506, 291, 0.0473]]","[[472, 249, 508, 293, 27], [191, 278, 394, 377, 26], [0, 101, 96, 215, 23]]","[27, 26, 23]",{},{}
1025,1025,3,"[[225, 264, 425, 370, 0.9999], [2, 102, 97, 215, 0.9998], [475, 255, 506, 289, 0.0574]]","[[473, 251, 507, 292, 27], [213, 270, 418, 372, 26], [1, 101, 97, 215, 23]]","[27, 26, 23]",{},{}
1026,1026,2,"[[1, 104, 94, 212, 0.9998], [266, 255, 434, 363, 0.9978]]","[[473, 251, 507, 292, 27], [242, 261, 438, 365, 26], [0, 102, 95, 214, 23]]","[27, 26, 23]",{},{}
1027,1027,3,"[[2, 103, 96, 213, 0.9995], [262, 249, 461, 361, 0.9985], [470, 265, 507, 297, 0.0917]]","[[471, 260, 506, 297, 27], [258, 254, 456, 361, 26], [1, 102, 96, 213, 23]]","[27, 26, 23]",{},{}
1028,1028,3,"[[281, 254, 467, 356, 1.0], [2, 102, 94, 215, 0.9998], [470, 263, 507, 299, 0.1363]]","[[470, 262, 506, 299, 27], [273, 252, 469, 358, 26], [1, 102, 95, 214, 23]]","[27, 26, 23]",{},{}
1029,1029,3,"[[302, 252, 474, 356, 1.0], [2, 102, 96, 216, 0.9996], [471, 264, 508, 300, 0.0699]]","[[471, 263, 507, 300, 27], [290, 251, 480, 357, 26], [1, 102, 95, 215, 23]]","[27, 26, 23]",{},{}
1030,1030,3,"[[328, 245, 488, 347, 0.9998], [2, 103, 95, 214, 0.9998], [474, 251, 507, 292, 0.0496]]","[[472, 256, 507, 294, 27], [312, 246, 495, 351, 26], [1, 102, 95, 214, 23]]","[27, 26, 23]",{},{}
1031,1031,2,"[[347, 254, 495, 342, 1.0], [2, 103, 95, 212, 0.9997]]","[[472, 256, 507, 294, 27], [332, 247, 505, 348, 26], [1, 102, 95, 213, 23]]","[27, 26, 23]",{},{}
1032,1032,3,"[[357, 247, 489, 337, 1.0], [1, 102, 98, 214, 0.9996], [469, 260, 507, 304, 0.0513]]","[[470, 260, 506, 300, 27], [344, 244, 506, 342, 26], [1, 102, 96, 213, 23]]","[27, 26, 23]",{},{}
1033,1033,2,"[[363, 254, 491, 340, 0.9999], [4, 101, 96, 213, 0.9998]]","[[470, 261, 506, 301, 27], [353, 247, 506, 342, 26], [2, 101, 96, 213, 23]]","[27, 26, 23]",{},{}
1034,1034,3,"[[5, 101, 97, 213, 0.9998], [375, 247, 482, 335, 0.9958], [465, 259, 507, 304, 0.0471]]","[[467, 260, 505, 302, 27], [362, 245, 502, 338, 26], [3, 101, 97, 213, 23]]","[27, 26, 23]",{},{}
1035,1035,2,"[[5, 102, 98, 213, 0.9995], [378, 241, 482, 331, 0.9724]]","[[466, 261, 505, 303, 27], [369, 241, 499, 333, 26], [4, 101, 97, 213, 23]]","[27, 26, 23]",{},{}
1036,1036,2,"[[5, 98, 89, 204, 0.9997], [378, 242, 484, 331, 0.9842]]","[[373, 240, 496, 331, 26], [3, 98, 94, 208, 23]]","[26, 23]",{},{}
1037,1037,2,"[[2, 102, 97, 213, 0.999], [381, 243, 492, 326, 0.9962]]","[[379, 240, 498, 328, 26], [3, 100, 95, 211, 23]]","[26, 23]",{},{}
1038,1038,2,"[[2, 102, 98, 215, 0.9989], [382, 247, 491, 328, 0.998]]","[[382, 242, 498, 329, 26], [3, 101, 96, 213, 23]]","[26, 23]",{},{}
1039,1039,2,"[[386, 248, 494, 330, 0.9996], [0, 101, 99, 216, 0.9996]]","[[385, 245, 499, 329, 26], [2, 101, 97, 214, 23]]","[26, 23]","{2: [0.14376359680928208, 0.0]}",{2: '2018121255'}
1040,1040,2,"[[390, 249, 494, 332, 0.9999], [3, 107, 98, 210, 0.9991]]","[[389, 247, 499, 331, 26], [2, 103, 97, 213, 23]]","[26, 23]","{2: [0.1427242277633048, 0.0]}",{2: '2018121255'}
1041,1041,2,"[[391, 247, 494, 330, 0.9998], [5, 99, 88, 198, 0.9955]]","[[391, 246, 499, 330, 26], [1, 98, 93, 205, 23]]","[26, 23]",{},{}
1042,1042,2,"[[398, 240, 496, 326, 0.9947], [0, 95, 94, 196, 0.5652]]","[[396, 242, 500, 326, 26], [1, 94, 93, 200, 23]]","[26, 23]",{},{}
1043,1043,2,"[[394, 237, 499, 328, 0.9193], [2, 95, 98, 193, 0.8238]]","[[396, 240, 501, 325, 26], [2, 93, 95, 196, 23]]","[26, 23]",{},{}
1044,1044,2,"[[410, 222, 489, 360, 0.9992], [1, 97, 100, 192, 0.9807]]","[[401, 240, 500, 335, 26], [2, 93, 97, 194, 23]]","[26, 23]",{},{}
1045,1045,2,"[[411, 223, 490, 358, 0.9936], [1, 94, 95, 189, 0.9005]]","[[405, 238, 499, 340, 26], [1, 92, 96, 191, 23]]","[26, 23]","{0: [0.0, 0.1971252566735113]}",{0: '2018121290'}
1046,1046,2,"[[415, 218, 493, 363, 0.9957], [12, 91, 75, 175, 0.9701]]","[[409, 234, 500, 345, 26], [2, 87, 88, 183, 23]]","[26, 23]","{0: [0.0, 0.2536082474226804]}",{0: '2018121290'}
1047,1047,2,"[[415, 231, 494, 348, 0.9928], [7, 75, 83, 182, 0.9318]]","[[412, 233, 499, 345, 26], [3, 81, 86, 179, 23]]","[26, 23]",{},{}
1048,1048,2,"[[418, 237, 492, 340, 0.9945], [0, 78, 87, 181, 0.9748]]","[[415, 234, 498, 343, 26], [1, 79, 86, 179, 23]]","[26, 23]",{},{}
1049,1049,2,"[[417, 239, 495, 337, 0.9963], [1, 85, 83, 182, 0.8323]]","[[416, 235, 498, 341, 26], [0, 81, 84, 180, 23]]","[26, 23]",{},{}
1050,1050,2,"[[418, 240, 494, 337, 0.9968], [5, 83, 84, 178, 0.9832]]","[[417, 236, 497, 339, 26], [2, 81, 84, 179, 23]]","[26, 23]",{},{}
1051,1051,2,"[[415, 234, 488, 343, 0.9895], [2, 84, 84, 180, 0.9662]]","[[416, 236, 493, 340, 26], [1, 82, 84, 179, 23]]","[26, 23]",{},{}
1052,1052,2,"[[4, 84, 82, 179, 0.9969], [415, 237, 488, 340, 0.9853]]","[[415, 236, 491, 339, 26], [2, 82, 83, 179, 23]]","[26, 23]",{},{}
1053,1053,2,"[[7, 84, 81, 178, 0.999], [416, 237, 496, 338, 0.9488]]","[[417, 236, 494, 338, 26], [3, 82, 83, 178, 23]]","[26, 23]",{},{}
1054,1054,2,"[[5, 84, 80, 178, 0.9922], [401, 238, 498, 325, 0.9412]]","[[411, 235, 493, 331, 26], [3, 82, 81, 178, 23]]","[26, 23]",{},{}
1055,1055,2,"[[5, 86, 80, 177, 0.9764], [411, 235, 491, 340, 0.9475]]","[[411, 236, 492, 335, 26], [3, 83, 80, 177, 23]]","[26, 23]",{},{}
1056,1056,2,"[[409, 233, 492, 338, 0.9811], [4, 85, 83, 178, 0.9613]]","[[410, 235, 492, 335, 26], [4, 84, 81, 177, 23]]","[26, 23]",{},{}
1057,1057,2,"[[395, 238, 501, 325, 0.973], [5, 86, 85, 179, 0.7819]]","[[405, 235, 493, 330, 26], [5, 85, 83, 178, 23]]","[26, 23]",{},{}
1058,1058,2,"[[411, 236, 490, 337, 0.9929], [0, 80, 91, 175, 0.9491]]","[[407, 236, 493, 333, 26], [4, 81, 85, 175, 23]]","[26, 23]",{},{}
1059,1059,2,"[[393, 242, 502, 328, 0.9719], [8, 82, 89, 175, 0.6638]]","[[403, 238, 494, 331, 26], [6, 81, 87, 175, 23]]","[26, 23]",{},{}
1060,1060,2,"[[8, 81, 88, 183, 0.9392], [408, 243, 493, 334, 0.8804]]","[[405, 241, 494, 333, 26], [7, 82, 88, 178, 23]]","[26, 23]",{},{}
1061,1061,2,"[[395, 237, 502, 325, 0.9509], [9, 88, 86, 176, 0.6814]]","[[402, 237, 496, 328, 26], [7, 84, 87, 178, 23]]","[26, 23]",{},{}
1062,1062,2,"[[7, 85, 83, 179, 0.9941], [396, 239, 501, 325, 0.9804]]","[[400, 237, 497, 326, 26], [6, 84, 85, 178, 23]]","[26, 23]",{},{}
1063,1063,2,"[[7, 78, 88, 180, 0.9999], [405, 236, 493, 333, 0.7306]]","[[402, 238, 496, 328, 26], [7, 81, 86, 177, 23]]","[26, 23]",{},{}
1064,1064,2,"[[5, 81, 87, 190, 0.9995], [405, 233, 495, 340, 0.991]]","[[403, 238, 496, 332, 26], [6, 83, 86, 182, 23]]","[26, 23]",{},{}
1065,1065,2,"[[5, 82, 87, 183, 0.9919], [408, 232, 493, 340, 0.9648]]","[[405, 237, 495, 334, 26], [5, 82, 86, 182, 23]]","[26, 23]",{},{}
1066,1066,2,"[[7, 81, 83, 186, 0.9935], [413, 233, 490, 343, 0.9334]]","[[407, 237, 494, 337, 26], [5, 82, 85, 183, 23]]","[26, 23]",{},{}
1067,1067,2,"[[1, 91, 93, 195, 0.997], [413, 234, 490, 343, 0.9922]]","[[409, 237, 493, 338, 26], [5, 88, 87, 190, 23]]","[26, 23]",{},{}
1068,1068,2,"[[3, 91, 93, 201, 0.9991], [394, 239, 507, 334, 0.8791]]","[[405, 237, 497, 336, 26], [5, 91, 89, 196, 23]]","[26, 23]",{},{}
1069,1069,2,"[[3, 93, 96, 205, 0.9996], [398, 244, 503, 333, 0.9969]]","[[403, 240, 498, 336, 26], [5, 94, 92, 200, 23]]","[26, 23]",{},{}
1070,1070,2,"[[4, 90, 92, 210, 0.9999], [400, 243, 505, 331, 0.9991]]","[[403, 240, 500, 334, 26], [4, 94, 92, 204, 23]]","[26, 23]",{},{}
1071,1071,2,"[[398, 243, 499, 327, 0.9999], [8, 93, 94, 206, 0.9998]]","[[400, 240, 499, 331, 26], [6, 94, 93, 205, 23]]","[26, 23]",{},{}
1072,1072,2,"[[398, 245, 496, 327, 0.9999], [3, 104, 103, 215, 0.9993]]","[[399, 241, 497, 329, 26], [6, 101, 97, 212, 23]]","[26, 23]",{},{}
1073,1073,2,"[[398, 247, 495, 324, 1.0], [0, 103, 99, 217, 0.998]]","[[398, 243, 495, 327, 26], [4, 103, 97, 215, 23]]","[26, 23]",{},{}
1074,1074,3,"[[398, 249, 497, 328, 0.9999], [1, 104, 97, 213, 0.9989], [471, 238, 508, 271, 0.0558]]","[[398, 246, 496, 328, 26], [2, 103, 96, 214, 23]]","[26, 23]",{},{}
1075,1075,3,"[[395, 247, 499, 328, 0.9997], [2, 95, 88, 204, 0.9964], [467, 234, 510, 272, 0.0746]]","[[467, 233, 509, 272, 28], [397, 246, 496, 328, 26], [0, 98, 92, 208, 23]]","[28, 26, 23]",{},{}
1076,1076,3,"[[395, 250, 495, 329, 0.9996], [3, 105, 97, 213, 0.999], [461, 232, 512, 271, 0.2553]]","[[462, 231, 511, 271, 28], [396, 248, 495, 329, 26], [2, 102, 95, 212, 23]]","[28, 26, 23]",{},{}
1077,1077,3,"[[3, 104, 93, 213, 0.9997], [397, 250, 497, 328, 0.9952], [451, 199, 512, 276, 0.6529]]","[[449, 208, 514, 270, 28], [396, 249, 496, 328, 26], [2, 103, 94, 213, 23]]","[28, 26, 23]",{},{}
1078,1078,3,"[[2, 105, 91, 211, 0.9995], [400, 249, 495, 325, 0.993], [451, 197, 511, 280, 0.8765]]","[[445, 201, 515, 273, 28], [398, 248, 495, 327, 26], [1, 104, 92, 212, 23]]","[28, 26, 23]","{2: [0.2773826458036984, 0.13532718209778344, 0.0]}",{2: '2018121255'}
1079,1079,3,"[[1, 103, 90, 213, 0.9997], [403, 249, 499, 323, 0.9995], [448, 185, 507, 270, 0.9608]]","[[442, 189, 512, 268, 28], [401, 248, 498, 325, 26], [0, 104, 91, 213, 23]]","[28, 26, 23]","{2: [0.22247575584711923, 0.1600264871426995, 0.0]}",{2: '2018121255'}
